SYMBOL	ID	ENTREZID	GENENAME	CHR	CHRLOC	ectoderm_rep1	endoderm_rep1	endoderm_rep2	HUES64_rep1	mesoderm_rep1	mesoderm_rep2	ectoderm_rep2	ectoderm_rep3	HUES64_rep2
LOC100506775	gene2923	NA	NA	NA	NA	0	0	0	0	0	0.12	0	0	0
LRRC37A8P	gene29230	100533789	leucine rich repeat containing 37, member A8, pseudogene	17	NA	0.23	0.17	0.23	0.18	0.03	0.02	0.51	0.32	0.06
LRRC37A9P	gene29231	100533790	leucine rich repeat containing 37, member A9, pseudogene	17	NA	0.23	0.2	0.27	0.15	0.09	0	0.54	0.31	0.12
LOC100133244	gene29232	100133244	leucine rich repeat containing 37, member A3 pseudogene	17	NA	0.2	0.28	0.15	0	0	0	0.22	0.24	0.1
RDM1	gene29233	201299	RAD52 motif containing 1	17	 -34245085;  -34249482	3.33	5.51	4.83	1.48	1.02	0.94	3.43	2.64	0.7
CCL16	gene29235	6360	chemokine (C-C motif) ligand 16	17	 -34303535	0	0	0.05	0	0	0	0.07	0.05	0
CCL15	gene29238	6359	chemokine (C-C motif) ligand 15	17	 -34324618	0	0	0	0	0	0	0	0	0.05
LOC730227	gene2924	NA	NA	NA	NA	0	0.03	0.08	0.02	0.1	0.03	0.11	0.09	0.02
CCL3	gene29241	6348	chemokine (C-C motif) ligand 3	17	 -34415603	0	0	0	0	0.1	0.1	0	0	0
CCL4	gene29242	6351	chemokine (C-C motif) ligand 4	17	  34431220	0	0	0	0.12	0.13	0	0	0	0
CCL3L3	gene29246	414062	chemokine (C-C motif) ligand 3-like 3	17	 -34522268;  -34623842	0	0	0	0	0.54	0	0	0	0
CCL4L1	gene29247	388372	chemokine (C-C motif) ligand 4-like 1	17	  34538468;   34640034	0	0	0	0	0.07	0.07	0	0	0
CCL3P1	gene29249	390788	chemokine (C-C motif) ligand 3 pseudogene 1	17	NA	0	0	0	0.12	0	0.27	0	0	0
BTG2	gene2925	7832	BTG family, member 2	1	 203274664	8.05	17.51	16.46	3.04	11.8	8.38	12.85	14.31	2.14
CCL4L2	gene29251	9560	chemokine (C-C motif) ligand 4-like 2	17	  34640034;   34538468	0	0	0	0	0.07	0.07	0	0	0
LOC100420852	gene29252	100420852	nitric oxide synthase 2, inducible pseudogene	17	NA	0.1	0.16	0.16	0.07	0.12	0.08	0.36	0.31	0.06
ZNHIT3	gene29255	9326	zinc finger, HIT-type containing 3	17	  34842473	13.29	16.19	16.79	12.79	11.6	12.05	21.49	19.3	13.31
MYO19	gene29256	80179	myosin XIX	17	 -34868917;  -34851599	6.44	7.54	5.97	5.46	5.54	3.96	11.5	12.58	6.86
PIGW	gene29257	284098	phosphatidylinositol glycan anchor biosynthesis, class W	17	  34891403	2.6	1.87	1.82	3.61	1.36	1.63	4.86	5.02	5.32
GGNBP2	gene29258	79893	gametogenetin binding protein 2	17	  34900737	6.91	10.53	9.42	5.45	11.73	12.27	12.68	10.59	4.81
RPS2P50	gene29259	729842	ribosomal protein S2 pseudogene 50	17	NA	0.43	0.39	0.74	0.3	0.43	0.41	0.5	0.17	0.39
FMOD	gene2926	2331	fibromodulin	1	-203309752	0.16	0.77	0.5	0.17	4.83	4.7	0.36	0.15	0.08
DHRS11	gene29260	79154	dehydrogenase/reductase (SDR family) member 11	17	  34948226	4.28	3.96	3.85	3.13	1.81	1.7	4.89	5.5	2.48
MRM1	gene29261	79922	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	17	  34958025	0.6	0.72	0.5	0.71	0.56	0.36	0.81	0.61	1.44
LHX1	gene29262	3975	LIM homeobox 1	17	  35294772	0.02	2.32	3.22	1.36	0.82	0.53	0.01	0.04	0.93
AATF	gene29263	26574	apoptosis antagonizing transcription factor	17	  35306175	7.34	9.55	9.34	7.44	7.66	7.51	11.89	13.55	10.21
ACACA	gene29265	31	acetyl-CoA carboxylase alpha	17	 -35441927	9.01	12.54	11.67	12.12	9.05	6.77	18.7	15	11.64
RPS2P49	gene29266	100271251	ribosomal protein S2 pseudogene 49	17	NA	0	0.18	0.09	0	0	0	0	0	0
HMGB1P24	gene29267	100420063	high mobility group box 1 pseudogene 24	17	NA	0	0.25	0.27	0	0	0.14	0.1	0	0
C17orf78	gene29269	284099	chromosome 17 open reading frame 78	17	  35732985	0.03	0	0	0	0	0	0	0	0
TADA2A	gene29270	6871	transcriptional adaptor 2A	17	  35767312;   35766977	4.05	4.26	4.23	2.92	2.38	2.68	6.74	5.73	2.93
LOC100419621	gene29271	100419621	ribosomal protein L24 pseudogene	17	NA	0.16	0	0	0	0	0	0	0	0.12
DUSP14	gene29272	11072	dual specificity phosphatase 14	17	  35849951	4.35	6.74	6.83	4.21	9.32	6.19	6.83	5.91	4.75
SYNRG	gene29273	11276	synergin, gamma	17	 -35874900	5.44	6.45	5.95	2.36	3.83	3.56	10.31	9.06	2.82
DDX52	gene29274	11056	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	17	 -35972363	7.49	8.91	7.83	6.52	6.02	5.99	14.07	11.84	8.29
HNF1B	gene29275	6928	HNF1 homeobox B	17	 -36046434	0.19	1.37	0.88	0.11	0.08	0.05	0.05	0.03	0.14
TBC1D3F	gene29277	84218	TBC1 domain family, member 3F	17	  36283960;  -36337711	7.9	6.46	6.41	1.39	3.94	3.32	13	12.23	1.39
TBC1D3	gene29279	729873	TBC1 domain family, member 3	17	 -36337528;   36283960	0	0.82	0.18	0	0.2	0	0.66	0.53	0.24
PRELP	gene2928	5549	proline/arginine-rich end leucine-rich repeat protein	1	 203444883	1.03	1.23	0.94	0.43	1.35	1.49	2.06	1.7	0.3
LOC440434	gene29280	440434	aminopeptidase puromycin sensitive pseudogene	17	 -36351796	6.76	5.54	4.25	1.77	3.18	3.16	13.71	13.33	1.72
MRPL45	gene29281	84311	mitochondrial ribosomal protein L45	17	  36452989	13.36	16.16	12.59	11.48	13.03	12.26	20.97	18.26	12.82
GPR179	gene29282	440435	G protein-coupled receptor 179	17	 -36481493	0	0	0	0	0	0	0.02	0.02	0.01
SOCS7	gene29283	30837	suppressor of cytokine signaling 7	17	  36508007	2.48	4.73	3.26	2.43	2.35	1.77	5.13	4.66	2.37
ARHGAP23	gene29284	57636	Rho GTPase activating protein 23	17	  36584720	1.91	2.66	2.13	4.13	4.9	3.44	3.18	3.19	5.01
SRCIN1	gene29285	80725	SRC kinase signaling inhibitor 1	17	 -36686259	1.36	2.05	1.73	0.59	0.3	0.26	1.75	1.41	0.34
C17orf96	gene29286	100170841	chromosome 17 open reading frame 96	17	 -36827959	6.8	5.12	3.76	3.09	2.2	1.45	11.32	11.14	3.65
MLLT6	gene29288	4302	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	17	  36861873	5.69	8.47	7.25	2.26	4.23	3.68	8.29	7.04	1.87
OPTC	gene2929	26254	opticin	1	 203463271	0.39	0.24	0.15	0.46	0	0	0.62	0.48	0.57
CISD3	gene29290	284106	CDGSH iron sulfur domain 3	17	  36886510	0.63	0.93	0.52	0.69	1.22	0.99	0.87	0.86	1.03
PCGF2	gene29291	7703	polycomb group ring finger 2	17	 -36890150	14.82	21.96	17.36	12.24	13.79	10.66	23.64	22.43	11.94
PSMB3	gene29293	5691	proteasome (prosome, macropain) subunit, beta type, 3	17	  36909002	48.43	65.6	56.98	57.17	64.63	54.73	67.65	67.97	60.77
PIP4K2B	gene29294	8396	phosphatidylinositol-5-phosphate 4-kinase, type II, beta	17	 -36921944	11.25	18.43	16.48	8.01	11.96	9.03	22.94	21.18	8.66
CWC25	gene29295	54883	CWC25 spliceosome-associated protein homolog (S. cerevisiae)	17	 -36957446	3.53	4.17	4.01	1.91	3.27	3.21	5.51	5.1	2.64
C17orf98	gene29297	388381	chromosome 17 open reading frame 98	17	 -36991341	0	0	0	0	0.16	0	0	0	0
RPL23	gene29298	9349	ribosomal protein L23	17	 -37006321	580.75	692.58	563.78	487.63	601.15	575.12	747.69	776.16	493.7
SNORA21	gene29299	619505	small nucleolar RNA, H/ACA box 21	17	 -37009116	511.01	468.19	502.25	860.5	419.75	795.82	144.25	151.5	1054.17
ATP2B4	gene2930	493	ATPase, Ca++ transporting, plasma membrane 4	1	 203595915	5.83	16.41	14.76	2.73	18.34	15.19	9.49	7.95	2.31
RPS20P35	gene29300	100271566	ribosomal protein S20 pseudogene 35	17	NA	0.16	0.17	0	0.17	0.19	0	0	0	0.12
LASP1	gene29304	3927	LIM and SH3 protein 1	17	  37026112	18.8	28.55	24.78	19.7	36.72	28.76	37.5	33.36	22.67
LINC00672	gene29305	100505576	long intergenic non-protein coding RNA 672	17	  37081421	0.33	0.69	0.4	0.42	0.27	0.36	0.88	0.75	0.23
LOC100996526	gene29307	NA	NA	NA	NA	0	0	0	0	0	0	0	0.47	0
LRRC37A11P	gene29308	342666	leucine rich repeat containing 37, member A11, pseudogene	17	  37186159	0.03	0	0.02	0	0.04	0.02	0.04	0.02	0.01
LOC100131347	gene29309	100131347	RAD52 motif containing 1 pseudogene	17	  37213272	0.16	0.08	0.21	0.06	0.06	0	0.26	0.16	0.02
PLXDC1	gene29310	57125	plexin domain containing 1	17	 -37219556	0.06	0.06	0.08	0.02	0.08	0.04	0.07	0.04	0.01
CACNB1	gene29314	782	calcium channel, voltage-dependent, beta 1 subunit	17	 -37333389;  -37329709	1.87	3.46	2.53	1.11	1.67	1.4	2.45	2.4	1.29
RPL19	gene29315	6143	ribosomal protein L19	17	  37356536	738.18	801.54	685.36	623.32	763.38	623.7	791.42	785.79	670.68
STAC2	gene29316	342667	SH3 and cysteine rich domain 2	17	 -37366789	0.45	0.53	0.41	0.43	0.45	0.23	0.56	0.56	0.3
FBXL20	gene29317	84961	F-box and leucine-rich repeat protein 20	17	 -37408897	1.63	2.13	2.18	0.58	1.91	1.61	3.54	2.79	0.38
MED1	gene29318	5469	mediator complex subunit 1	17	 -37560538	6.03	7.8	6.46	5.4	5.83	4.43	12.35	10.04	5.9
CDK12	gene29319	51755	cyclin-dependent kinase 12	17	  37617739	5.61	6.07	5.16	4.7	4.92	4.36	11.76	9.32	6.01
SNORA77	gene2932	677843	small nucleolar RNA, H/ACA box 77	1	 203698709	16.98	77.07	51.53	52.02	0	16.63	17.4	19.95	66.01
PPP1R1B	gene29321	84152	protein phosphatase 1, regulatory (inhibitor) subunit 1B	17	  37783177;   37784751	0.13	0.18	0	0.42	0.08	0.12	0.15	0.16	0.99
STARD3	gene29322	10948	StAR-related lipid transfer (START) domain containing 3	17	  37793333	5.71	9.45	8.39	5.47	8.34	5.09	9.99	9.2	5.26
TCAP	gene29323	8557	titin-cap	17	  37821599	0.07	0.3	0.16	0	0.42	0.41	0.4	0.51	0.21
PNMT	gene29324	5409	phenylethanolamine N-methyltransferase	17	  37824507	0.28	0.24	0	0.3	0.07	0.2	0.14	0	0.52
PGAP3	gene29325	93210	post-GPI attachment to proteins 3	17	 -37827375	2.64	2.81	2.48	1.5	1.56	1.42	5.32	5.03	2.2
ERBB2	gene29326	2064	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	17	  37856254;   37844393	14.19	17.99	14.88	20.41	9.93	8.8	25.82	22.17	30
MIEN1	gene29328	84299	migration and invasion enhancer 1	17	 -37885409	13.02	22.54	20.57	11.69	16.69	13.27	18.87	17.02	9.88
GRB7	gene29329	2886	growth factor receptor-bound protein 7	17	  37894576;   37894162;   37895024;   37896220	0.59	1.54	0.86	2.94	0.31	0.14	0.76	0.72	3.04
LINC00260	gene2933	84719	long intergenic non-protein coding RNA 260	1	 203699705	0.24	0.43	0.23	0.11	0.6	0.59	0.34	0.37	0.12
IKZF3	gene29330	22806	IKAROS family zinc finger 3 (Aiolos)	17	 -37913968	0.25	0.47	0.36	0.13	0.3	0.13	1	0.64	0.17
KRT8P34	gene29331	100418811	keratin 8 pseudogene 34	17	NA	0	0	0	0	0	0.04	0	0	0
RPL39P4	gene29332	654392	ribosomal protein L39 pseudogene 4	17	NA	0	0.25	0	0	0	0	0	0	0.15
GSDMB	gene29334	55876	gasdermin B	17	 -38060848	1.65	3.41	3.31	1.07	4.01	3.11	2.85	3.77	0.62
ORMDL3	gene29335	94103	ORMDL sphingolipid biosynthesis regulator 3	17	 -38077296	8.82	12.17	10.46	6.04	9.53	7.28	18.53	16.6	7.68
LRRC3C	gene29336	100505591	leucine rich repeat containing 3C	17	  38097727	0	0	0	0	0.09	0	0	0	0
GSDMA	gene29337	284110	gasdermin A	17	  38119226	0.08	0.12	0.1	0.03	0.1	0.07	0.42	0.43	0
PSMD3	gene29338	5709	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	17	  38137021	27.68	39.03	33.76	32.2	41.01	31.21	43.23	44.37	39.6
LOC100505620	gene29339	100505620	uncharacterized LOC100505620	17	NA	0.49	0.64	0.36	0.37	0.38	0.25	0.73	0.94	0.3
LAX1	gene2934	54900	lymphocyte transmembrane adaptor 1	1	 203734284	0.02	0.02	0.02	0.04	0	0	0.05	0.07	0
CSF3	gene29340	1440	colony stimulating factor 3 (granulocyte)	17	  38171614	0	0	0	0	0	0	0	0.05	0
MED24	gene29341	9862	mediator complex subunit 24	17	 -38175350	12.84	17.66	14.13	8.73	11.12	8.74	21.28	19.78	8.84
THRA	gene29343	7067	thyroid hormone receptor, alpha	17	  38219068;   38218446	4.22	4.01	4.08	2.22	5.64	5.44	6.63	6.26	2.09
NR1D1	gene29344	9572	nuclear receptor subfamily 1, group D, member 1	17	 -38249037	1.12	1.05	0.3	0.68	2	1.4	1.16	1.31	0.56
MSL1	gene29345	339287	male-specific lethal 1 homolog (Drosophila)	17	  38278790	18.56	22.36	19.18	7.31	12.72	12.04	26.26	27.92	7.99
CASC3	gene29346	22794	cancer susceptibility candidate 3	17	  38296507	19.83	28.56	23.68	16.9	16.49	13.24	29.59	27.5	16.9
RAPGEFL1	gene29347	51195	Rap guanine nucleotide exchange factor (GEF)-like 1	17	  38334242	2.39	3.29	2.4	1.33	2.01	1.34	4.91	4.19	1.47
WIPF2	gene29348	147179	WAS/WASL interacting protein family, member 2	17	  38375574	4.64	7.09	6.14	3.8	4.33	4.17	8.18	7.24	3.4
ZC3H11A	gene2935	9877	zinc finger CCCH-type containing 11A	1	 203764751	14.74	20.5	18.16	9.96	15.18	12.92	27.85	25.66	9.54
CDC6	gene29350	990	cell division cycle 6	17	  38444146	8.05	8.53	7.74	12.54	4.72	4.34	15.87	13.39	14.83
RARA	gene29351	5914	retinoic acid receptor, alpha	17	  38498271;   38474473;   38465423	2.63	10.48	8.31	2.76	6.51	5.26	2.98	3.06	2.43
GJD3	gene29352	125111	gap junction protein, delta 3, 31.9kDa	17	 -38516905	0.03	0	0.02	0.06	0.16	0.09	0.05	0.05	0.02
LOC390791	gene29353	390791	peptidylprolyl isomerase A (cyclophilin A) pseudogene	17	NA	0	0	0.24	0	0	0	0.17	0	0
LOC100421674	gene29354	100421674	kelch repeat and BTB (POZ) domain containing 2 pseudogene	17	NA	0.38	0.58	1.11	0.12	0.51	0.21	1.47	1.22	0.34
TOP2A	gene29355	7153	topoisomerase (DNA) II alpha 170kDa	17	 -38544773	39.48	72.1	68.53	33.85	32.64	36.86	48.41	50.11	33.55
RPL23AP75	gene29356	728207	ribosomal protein L23a pseudogene 75	17	NA	0	0.17	0	0.17	0	0.19	0	0	0
IGFBP4	gene29357	3487	insulin-like growth factor binding protein 4	17	  38599676	9.59	12.31	11.18	17.86	119.63	78.6	11.42	10.93	17.25
TNS4	gene29358	84951	tensin 4	17	 -38632080	0	0.06	0.02	0.11	0.02	0.03	0.04	0	0.12
ZBED6	gene2936	100381270	zinc finger, BED-type containing 6	1	 203766651	3.46	5.46	4.6	1.73	5.46	4.26	4.93	6.79	1.84
CCR7	gene29360	1236	chemokine (C-C motif) receptor 7	17	 -38710022	0	0.03	0.03	0.12	0.03	0.07	0	0.03	0.23
SMARCE1	gene29361	6605	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	17	 -38783976	45.28	59.48	48.33	31.65	38.13	37.62	68.33	61.78	30.24
KRT222	gene29362	125113	keratin 222	17	 -38811872	0.14	0.08	0.08	0	0	0.08	0.24	0.04	0.08
KRT223P	gene29364	643115	keratin 223 pseudogene	17	NA	0.12	0.23	0.11	0.03	0.05	0.14	0.44	0.36	0.05
KRT10	gene29369	3858	keratin 10	17	 -38974369	5.9	8.17	7.85	4.34	8.14	7.62	4.78	3.93	5.32
TMEM99	gene29370	147184	transmembrane protein 99	17	  38975344;   38975437;   38975374	0.65	1.69	1.22	0.72	0.98	0.98	1.2	1.33	0.84
KRT23	gene29373	25984	keratin 23 (histone deacetylase inducible)	17	 -39078952	0.03	0.03	0.03	0	0	0	0	0.1	0
KRT40	gene29375	125115	keratin 40	17	 -39133968	0.03	0	0	0	0	0	0	0	0
KRTAP3-2	gene29377	83897	keratin associated protein 3-2	17	 -39155445	0	0	0	0	0	0	0	0.13	0
KRTAP3-1	gene29379	83896	keratin associated protein 3-1	17	 -39164774	0	0	0	0	0.31	0	0	0	0
RPL35AP5	gene2938	100132122	ribosomal protein L35a pseudogene 5	1	NA	0	0	0	0	0.23	0	0	0	0.15
KRTAP2-3	gene29386	730755	keratin associated protein 2-3	17	 -39215493	0	0	0	0	0	0.19	0	0	0
SNRPE	gene2939	6635	small nuclear ribonucleoprotein polypeptide E	1	 203830740	20.57	25.12	23.4	19.45	15.03	16.04	27.79	27.97	18.01
KRTAP4-8	gene29390	728224	keratin associated protein 4-8	17	 -39253234	0	0	0	0	0.07	0	0	0	0
KRTAP4-16P	gene29391	85354	keratin associated protein 4-16, pseudogene	17	NA	0	0	0	0.08	0	0	0	0	0
KRTAP4-11	gene29393	653240	keratin associated protein 4-11	17	 -39273434	0.06	0	0	0	0	0	0	0	0
KRTAP4-5	gene29396	85289	keratin associated protein 4-5	17	 -39305176	0.08	0	0.09	0	0	0	0	0	0
KRTAP4-2	gene29399	85291	keratin associated protein 4-2	17	 -39333698	0.09	0	0	0	0	0	0	0	0
KRTAP4-1	gene29400	85285	keratin associated protein 4-1	17	 -39340352	0	0	0	0.1	0	0	0	0	0
KRTAP9-1	gene29401	728318	keratin associated protein 9-1	17	  39346139	0	0	0	0	0	0	0	0.11	0
KRTAP9-2	gene29403	83899	keratin associated protein 9-2	17	  39382900	0	0	0	0	0	0	0	0.08	0
CBX1P3	gene2941	100128723	chromobox homolog 1 pseudogene 3	1	NA	0.03	0.03	0	0	0	0	0	0	0
KRT33B	gene29415	3884	keratin 33B	17	 -39519746	0	0	0	0	0.05	0	0	0	0
KRT41P	gene29419	8686	keratin 41 pseudogene	17	NA	0	0	0	0	0.03	0	0.07	0.07	0
KRT15	gene29427	3866	keratin 15	17	 -39669997	0.07	0	0	0.04	0	0.04	0	0	0.03
KRT19	gene29428	3880	keratin 19	17	 -39679869	33.5	51.06	48.22	20.84	158.32	170.63	64.08	60.52	24.33
LOC147093	gene29429	NA	NA	NA	NA	0.14	0	0	0	0	0	0.14	0.07	0
SOX13	gene2943	9580	SRY (sex determining region Y)-box 13	1	 204042246	9.97	14.09	10.22	12.3	6.13	4.28	13.61	13.95	11.16
KRT9	gene29430	3857	keratin 9	17	 -39722094	0.03	0	0	0	0	0	0.02	0.1	0
KRT16	gene29432	3868	keratin 16	17	 -39766031	0.04	0	0	0	0	0	0.03	0.09	0
KRT17	gene29433	3872	keratin 17	17	 -39775692	0.12	0.04	0.05	0.13	0.05	0	0.16	0.39	0.09
KRT42P	gene29434	284116	keratin 42 pseudogene	17	 -39782579	0	0	0	0	0	0	0.02	0	0
EIF1	gene29435	10209	eukaryotic translation initiation factor 1	17	  39845127	82.92	163.02	128	73.35	189.27	170.46	113.12	108.3	82.62
HAP1	gene29437	9001	huntingtin-associated protein 1	17	 -39878891	0.23	0.28	0.17	0.24	0.27	0.11	0.46	0.54	0.2
JUP	gene29438	3728	junction plakoglobin	17	 -39910859	12.48	20.44	17.52	13.55	32	26.39	22.21	18.44	14.1
LEPREL4	gene29439	10609	leprecan-like 4	17	 -39958205	7.84	9.2	9.33	4.54	12.77	9.77	10.84	11.85	4.65
ETNK2	gene2944	55224	ethanolamine kinase 2	1	-204100190	1.58	3.12	3.03	2.47	2.65	1.9	2.95	2.99	2.5
FKBP10	gene29440	60681	FK506 binding protein 10, 65 kDa	17	  39968962	29.35	37.32	30.29	16.19	64.17	49.01	46.54	49.4	17.41
NT5C3L	gene29441	NA	NA	NA	NA	13.6	16.3	14.96	10.33	13.57	10.57	23.42	21.24	10.4
KLHL10	gene29442	317719	kelch-like family member 10	17	  39994043	0	0	0	0	0.07	0	0.03	0	0.05
KLHL11	gene29443	55175	kelch-like family member 11	17	 -40009799	1.39	1.74	1.88	0.6	1.3	1.32	2.37	2.27	1.05
ACLY	gene29444	47	ATP citrate lyase	17	 -40023179	34.84	65.86	59.88	53.78	71.31	57.25	70.66	69.08	54.52
TTC25	gene29445	83538	tetratricopeptide repeat domain 25	17	  40086888	1.2	1.2	0.64	0.15	0.28	0.45	1.56	1.35	0.18
CNP	gene29446	1267	2',3'-cyclic nucleotide 3' phosphodiesterase	17	  40118759	7.09	8.94	8.13	5	7.55	6.02	18.97	16.7	5.04
DNAJC7	gene29447	7266	DnaJ (Hsp40) homolog, subfamily C, member 7	17	 -40128439	12.84	19.49	16.09	18.24	15.7	14.38	23.87	24.43	21.24
NKIRAS2	gene29448	28511	NFKB inhibitor interacting Ras-like 2	17	  40172087;   40169594	9.44	17.51	14.02	7.93	13.41	11.02	16.08	14.54	8.15
ZNF385C	gene29449	201181	zinc finger protein 385C	17	 -40177594	1.75	1.32	1.22	0.61	0.25	0.41	2.88	2.05	0.62
REN	gene2945	5972	renin	1	-204123944	0	0.28	0.1	0	1.07	0.81	0	0.1	0
LOC100507656	gene29450	100507656	uncharacterized LOC100507656	17	NA	0.84	0.71	0.66	0.32	0.21	0.32	1	1.1	0.09
DHX58	gene29451	79132	DEXH (Asp-Glu-X-His) box polypeptide 58	17	 -40253422	0.05	0.12	0	0.14	0.03	0	0.1	0.08	0.09
KAT2A	gene29452	2648	K(lysine) acetyltransferase 2A	17	 -40265129	7.81	12.18	8.4	4.12	7.37	4.26	9.5	10.22	4.49
HSPB9	gene29453	94086	heat shock protein, alpha-crystallin-related, B9	17	  40274756	0	0	0	0	0	0	0.1	0.29	0
RAB5C	gene29454	5878	RAB5C, member RAS oncogene family	17	 -40276994	14.41	25.09	22.57	16.25	33.47	26.94	23.84	22.72	17.34
KCNH4	gene29455	23415	potassium voltage-gated channel, subfamily H (eag-related), member 4	17	 -40308910	0	0.15	0.03	0	0	0	0.01	0	0.01
HCRT	gene29456	3060	hypocretin (orexin) neuropeptide precursor	17	 -40336078	0	0.29	0.15	0	0	0	0	0	0
GHDC	gene29457	84514	GH3 domain containing	17	 -40341105	1.46	1.88	1.21	0.97	1.2	0.76	2.14	1.86	1.22
STAT5B	gene29458	6777	signal transducer and activator of transcription 5B	17	 -40351195	10.65	11.41	9.3	5.11	6.33	4.63	17.41	15.75	4.84
STAT5A	gene29459	6776	signal transducer and activator of transcription 5A	17	  40439565	0.33	0.36	0.29	0.62	2.34	1.62	0.39	0.45	0.5
KISS1	gene2946	3814	KiSS-1 metastasis-suppressor	1	-204159469	0	0	0	0	0.24	0	0	0	0
STAT3	gene29460	6774	signal transducer and activator of transcription 3 (acute-phase response factor)	17	 -40465343	7.23	10.42	9.34	9.59	10.93	8.64	12.27	10.96	10.17
PTRF	gene29461	284119	polymerase I and transcript release factor	17	 -40554467	5.63	2.71	2.14	3.26	39.93	25.59	11.06	10.64	3.17
ATP6V0A1	gene29462	535	ATPase, H+ transporting, lysosomal V0 subunit a1	17	  40610862	6.15	9.19	7.1	3.98	5.39	4.74	11.19	9.81	4.43
MIR5010	gene29464	100847046	microRNA 5010	17	  40666206	0	0	27.06	0	0	0	5.42	0	0
PTP4A2P1	gene29465	5767	protein tyrosine phosphatase type IVA, member 2 pseudogene 1	17	NA	0.19	0.07	0.15	0	0	0.07	0.35	0.48	0
NAGLU	gene29466	4669	N-acetylglucosaminidase, alpha	17	  40687951	1.9	3.73	2.56	2.12	4.52	3.42	2.46	2.63	2.61
HSD17B1P1	gene29467	643646	hydroxysteroid (17-beta) dehydrogenase 1 pseudogene 1	17	NA	0.19	0	0.09	0	0.09	0.04	0.14	0.04	0
HSD17B1	gene29468	3292	hydroxysteroid (17-beta) dehydrogenase 1	17	  40703984	0.25	0.44	0.19	0.09	0.08	0.12	0.2	0.36	0.04
COASY	gene29469	80347	CoA synthase	17	  40714092	9.54	13.8	10.97	8.65	13.99	10.57	14.95	12.9	9.24
GOLT1A	gene2947	127845	golgi transport 1A	1	-204167288	0	0.33	0.09	0.41	0	0	0.32	0.28	0.65
MLX	gene29470	6945	MLX, MAX dimerization protein	17	  40719078	5.25	8.6	7.01	5.51	8.02	6.09	7.77	7.46	6.53
PSMC3IP	gene29471	29893	PSMC3 interacting protein	17	 -40724328	4.31	6.77	5.94	4.07	2.81	2.36	10.05	8.81	4.83
FAM134C	gene29472	162427	family with sequence similarity 134, member C	17	 -40731526	4.62	7.68	6.2	3.17	6.44	5.45	10.68	9.68	3.1
TUBG1	gene29473	7283	tubulin, gamma 1	17	  40761358	16.37	21.76	20.01	15.53	21.74	15.82	24.82	25.55	14.54
HMGB3P27	gene29474	441795	high mobility group box 3 pseudogene 27	17	NA	0.04	0.1	0.05	0.02	0.05	0.04	0.31	0.24	0.01
TUBG2	gene29475	27175	tubulin, gamma 2	17	  40811266	4.44	5.28	4.9	1.54	6.72	4.19	5.72	6.62	1.91
PLEKHH3	gene29476	79990	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	17	 -40819933	2.58	3.58	2.05	1.65	2.81	1.9	3.3	3.21	1.34
CCR10	gene29477	2826	chemokine (C-C motif) receptor 10	17	 -40831420	0.52	1	0.12	0.38	0.18	0.79	0.47	0.44	0.08
CNTNAP1	gene29478	8506	contactin associated protein 1	17	  40834632	4.97	3.68	3.32	1.01	3.1	2.62	9.68	7.9	0.67
EZH1	gene29479	2145	enhancer of zeste 1 polycomb repressive complex 2 subunit	17	 -40852293	4.97	4.87	4.16	1.57	3.06	2.83	7.93	8.83	1.5
LOC100420418	gene2948	100420418	tripartite motif containing 60 pseudogene	1	NA	0	0	0	0	0	0	0.05	0.07	0
HMGN2P15	gene29481	100288165	high mobility group nucleosomal binding domain 2 pseudogene 15	17	NA	0.33	0.3	0.32	0.12	1.05	0.65	0.32	0.54	0.47
RAMP2-AS1	gene29482	100190938	RAMP2 antisense RNA 1	17	 -40905947	0.38	0.67	0.66	0.3	1.34	0.98	2.13	1.67	0.52
RAMP2	gene29483	10266	receptor (G protein-coupled) activity modifying protein 2	17	  40913212	1.78	2.11	2.25	3.3	29.28	16.93	1.47	1.4	2.88
VPS25	gene29484	84313	vacuolar protein sorting 25 homolog (S. cerevisiae)	17	  40925454	22.18	32.08	26.7	23.22	30.77	24.42	34.4	30.73	24.04
WNK4	gene29485	65266	WNK lysine deficient protein kinase 4	17	  40932649	0.21	0.21	0.18	0.03	0.95	0.65	0.08	0.05	0.06
COA3	gene29486	28958	cytochrome c oxidase assembly factor 3	17	 -40949652	14.08	18.73	16.94	12.31	12.45	11.3	22.38	20.01	15.81
CNTD1	gene29487	124817	cyclin N-terminal domain containing 1	17	  40950854	0	0	0	0	0.04	0	0	0	0
BECN1	gene29488	8678	beclin 1, autophagy related	17	 -40962150	7.45	9.48	8.65	7.26	9.24	8.78	13.44	10.86	6.71
PSME3	gene29489	10197	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	17	  40985159	19.21	23.72	19.88	23.85	17.78	14.59	38.17	34.73	31.14
